id,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
384,4,9,6,7,5,8,2,3,1,7,2,8,5,8,6,7,A
385,5,9,7,6,4,7,8,6,6,7,7,6,6,10,2,5,N
386,5,11,7,8,4,8,9,6,10,5,6,6,0,8,9,7,S
387,4,9,6,7,3,6,3,1,9,8,2,11,0,7,2,8,L
388,4,7,6,5,5,10,6,2,5,10,4,7,3,7,5,11,B
389,6,11,6,8,4,6,10,1,10,11,9,5,2,8,4,4,T
390,2,3,4,2,2,9,7,4,6,10,4,6,2,8,3,8,D
391,4,9,4,4,2,8,5,4,7,8,6,8,3,9,8,11,Q
392,4,9,6,7,4,6,10,5,6,10,8,3,1,10,4,7,P
393,3,4,5,3,3,5,9,3,5,10,8,8,3,9,3,7,H
394,6,11,8,8,8,9,7,3,6,9,4,6,3,8,5,9,B
395,3,5,4,3,2,7,9,6,7,7,9,9,3,9,1,8,U
396,4,5,6,4,5,7,8,3,5,7,8,9,7,10,3,7,A
397,4,10,5,7,2,3,8,8,2,7,5,11,3,8,3,10,K
398,4,6,6,4,4,9,8,3,5,7,7,7,4,11,6,7,X
399,5,10,6,8,6,7,7,6,6,7,6,8,6,7,3,8,N
400,5,7,7,11,10,10,9,4,2,5,8,9,4,11,10,12,Y
401,3,8,6,5,1,10,10,3,2,5,13,8,2,11,0,8,Y
402,7,11,7,8,4,3,10,2,7,10,12,6,1,11,2,5,Y
403,3,8,6,6,3,11,2,2,3,9,2,9,3,5,3,8,A
404,4,5,4,8,3,7,8,15,1,7,5,8,3,8,0,8,H
405,6,8,8,6,4,4,10,4,4,11,11,10,5,8,1,7,N
406,4,9,5,6,2,7,6,15,1,7,7,8,3,8,0,8,H
407,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
408,6,9,6,5,3,8,6,5,6,10,4,6,4,7,6,10,D
409,3,1,4,2,2,8,7,3,9,6,6,8,3,8,6,8,X
410,6,10,9,7,7,4,11,2,2,8,9,9,7,12,1,8,W
411,3,8,5,6,1,8,8,4,3,6,14,8,3,10,0,8,V
412,5,10,5,8,4,7,7,8,5,10,7,7,3,8,4,8,O
413,3,9,4,7,4,8,7,7,5,7,6,7,2,8,8,8,S
414,2,8,4,5,1,9,15,1,6,5,11,9,0,8,0,8,T
415,2,3,3,2,2,5,7,4,7,7,6,11,3,8,4,10,K
416,5,5,5,8,3,7,7,15,2,4,6,8,6,8,0,8,N
417,5,9,5,4,3,5,8,2,8,11,9,9,3,9,5,5,Z
418,5,7,7,5,3,7,9,2,7,14,5,5,2,8,3,8,F
419,5,6,7,7,6,7,9,4,5,8,6,8,4,10,7,6,F
420,5,8,8,6,5,9,11,2,3,5,9,7,10,13,1,6,W
421,3,2,4,4,3,8,7,7,5,7,6,7,2,8,9,8,S
422,8,10,6,6,4,6,8,5,5,9,6,9,7,5,7,11,R
423,3,5,5,4,2,4,12,3,3,9,11,8,2,11,0,8,V
424,4,11,4,8,2,3,7,8,2,6,5,11,4,8,2,11,K
425,3,9,4,7,3,7,4,2,8,7,1,8,1,6,2,7,L
426,2,3,3,2,1,5,12,2,2,8,10,7,2,11,0,8,V
427,5,7,7,8,6,8,9,4,5,7,6,7,3,8,9,8,J
428,5,9,7,7,8,10,6,2,4,9,5,6,6,9,5,7,F
429,1,3,2,2,1,7,8,1,7,13,6,7,0,8,1,7,I
430,3,2,4,3,3,7,7,5,7,7,5,9,2,8,6,10,E
431,2,7,3,4,2,4,12,8,2,10,6,4,1,10,3,8,P
432,4,7,4,5,4,5,10,7,3,7,4,9,2,7,5,11,R
433,7,13,5,7,3,7,10,6,4,9,9,4,5,12,3,8,V
434,2,7,3,4,2,7,6,14,2,7,8,8,3,8,0,8,H
435,4,11,4,8,3,3,7,6,11,7,6,15,0,8,7,7,E
436,3,8,5,6,3,5,8,2,8,10,10,9,3,9,3,6,X
437,4,9,4,7,4,7,8,7,4,9,7,8,3,8,3,7,O
438,2,1,2,2,1,7,8,6,4,7,6,7,4,8,1,7,N
439,5,8,5,6,3,5,7,5,6,11,8,13,2,9,4,8,C
440,5,10,6,8,4,7,7,4,4,7,6,7,3,8,4,8,X
441,3,6,4,4,3,7,7,6,5,7,7,6,3,8,3,7,D
442,6,10,8,8,7,6,7,7,7,7,9,9,4,10,6,8,T
443,7,13,5,7,3,9,7,7,5,9,4,8,5,9,5,9,O
444,3,9,5,7,4,4,11,6,5,11,10,5,2,10,3,5,F
445,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,I
446,2,4,4,3,2,7,8,2,9,12,7,7,1,8,5,6,Z
447,3,5,4,4,3,8,7,6,6,6,5,6,2,8,6,10,B
448,4,6,5,4,2,6,8,4,8,11,5,7,2,6,5,8,S
449,5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8,M
450,8,15,7,8,5,6,7,4,7,9,6,7,5,9,7,5,D
451,1,0,2,1,0,2,1,6,4,0,2,5,0,8,0,8,L
452,4,4,6,3,3,10,6,3,4,9,4,7,7,6,2,8,M
453,5,9,6,6,4,6,7,6,9,5,6,12,1,7,4,9,C
454,4,4,5,6,5,9,10,2,3,7,9,5,4,10,5,5,P
455,5,8,7,6,4,4,9,3,9,11,9,10,2,8,4,5,E
456,2,3,3,5,3,8,7,7,3,6,6,9,3,8,5,10,Q
457,2,3,3,2,2,7,7,5,5,9,7,10,2,8,4,9,G
458,2,3,3,4,3,8,9,6,1,5,8,10,3,9,5,10,Q
459,2,1,3,3,2,7,7,5,7,7,6,9,2,8,5,10,E
460,8,10,8,7,6,4,8,5,8,9,8,10,6,8,4,3,U
461,2,3,3,2,1,8,2,2,1,6,2,8,2,7,2,7,A
462,6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9,G
463,4,6,5,4,3,8,7,8,6,7,4,5,3,7,3,7,N
464,1,1,2,2,1,10,6,3,5,12,4,10,1,7,1,7,J
465,3,8,4,6,2,7,9,4,2,7,12,8,2,10,0,8,V
466,4,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,N
467,5,9,8,8,7,8,6,2,3,8,3,8,6,5,8,12,K
468,2,7,3,5,3,8,7,7,6,7,8,9,2,10,8,8,S
469,3,4,5,3,2,8,9,2,7,13,5,5,2,9,3,8,F
470,2,3,3,2,2,5,9,4,4,9,7,4,1,10,3,7,P
471,3,6,5,4,2,10,3,2,2,8,3,10,2,6,2,7,A
472,3,5,5,3,2,6,10,2,6,13,7,5,1,10,2,7,F
473,5,9,6,10,6,8,8,4,6,6,7,7,3,9,9,8,J
474,4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8,J
475,7,12,7,7,4,1,9,2,3,9,11,9,8,10,1,6,W
476,5,9,5,5,3,5,8,4,6,9,6,6,4,10,6,5,D
477,5,9,4,4,2,9,7,5,4,9,4,8,4,9,5,8,O
478,7,11,7,6,4,10,4,5,6,12,3,9,5,6,5,10,D
479,2,1,2,2,2,6,8,4,5,6,5,7,2,7,4,9,R
480,1,0,2,0,0,7,9,3,1,7,13,8,1,11,0,8,Y
481,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,Y
482,4,7,5,5,2,7,10,3,5,14,5,3,0,10,3,8,P
483,3,1,4,2,2,6,9,5,6,7,9,9,3,9,1,8,U
484,7,8,7,10,6,7,8,6,4,8,9,10,4,8,8,8,Q
485,4,4,5,3,2,5,12,2,3,9,11,7,4,11,1,7,V
486,3,9,4,6,3,7,7,6,11,6,6,8,1,8,8,8,Z
487,4,7,5,5,2,4,8,5,6,11,11,10,3,9,1,7,U
488,3,5,6,4,3,7,7,2,7,10,5,9,6,8,5,8,K
489,3,5,4,4,2,6,7,5,5,9,7,10,2,9,4,10,G
490,3,8,4,6,3,7,8,3,11,8,6,8,0,8,7,7,Z
491,4,6,6,4,4,9,7,4,6,10,4,5,3,8,3,8,D
492,9,12,12,7,5,10,2,3,2,10,2,9,8,1,1,8,M
493,5,11,8,8,7,10,8,5,1,6,10,7,9,13,1,5,W
494,3,2,5,3,4,8,6,6,4,7,7,9,9,5,2,8,M
495,3,8,5,6,4,7,7,3,8,5,6,10,3,7,6,8,X
496,3,7,5,5,4,5,10,4,4,10,8,4,1,10,3,7,P
497,3,5,3,4,3,7,7,5,7,7,6,9,2,8,5,10,E
498,5,10,6,7,7,7,5,6,3,7,6,11,4,8,7,7,G
499,4,9,5,8,5,6,8,4,6,7,6,9,3,9,9,10,L
500,1,1,1,1,0,3,12,4,3,11,9,6,0,8,2,7,F
501,1,0,1,0,0,6,7,7,5,7,6,6,2,8,3,8,D
502,4,8,5,6,4,8,7,5,6,8,5,8,3,6,6,11,R
503,1,0,1,0,0,8,7,4,6,5,6,8,0,8,7,8,S
504,3,7,4,5,3,5,10,4,5,10,10,6,2,10,3,6,F
505,2,7,4,4,1,10,15,1,5,4,11,9,0,8,0,8,T
506,3,6,5,4,2,8,2,2,2,7,1,8,2,6,3,7,A
507,4,8,6,6,3,7,8,3,4,10,6,7,5,8,1,7,N
508,4,8,4,5,2,7,5,15,1,7,8,8,3,8,0,8,H
509,3,2,4,4,3,7,7,5,8,7,5,9,2,8,6,10,E
510,4,5,7,3,4,9,6,3,5,9,4,7,9,7,2,8,M
511,3,7,5,5,6,7,6,4,3,6,5,10,6,8,6,10,G
512,2,3,3,1,2,9,6,3,6,10,4,6,2,8,2,9,D
513,6,11,8,9,8,7,7,8,4,8,5,8,4,8,10,1,A
514,2,1,3,1,0,7,10,3,1,7,12,8,1,11,0,8,Y
515,7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8,N
516,6,11,8,8,8,8,6,8,5,7,6,9,6,8,5,6,U
517,2,7,4,5,2,5,11,3,6,11,9,5,0,9,3,6,P
518,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,T
519,5,9,6,6,5,7,6,3,5,6,6,9,3,7,10,9,X
520,5,10,6,7,2,7,7,5,4,7,6,8,3,8,4,8,X
521,5,11,7,8,5,7,9,1,6,13,6,5,1,10,2,8,F
522,3,7,5,5,1,7,8,4,3,7,13,8,3,9,0,8,V
523,3,8,5,7,4,8,7,7,5,6,6,9,3,8,4,10,Q
524,6,9,8,8,7,7,7,5,4,5,7,8,7,7,2,6,U
525,3,4,4,3,1,4,8,5,7,11,9,12,1,9,2,7,C
526,5,9,4,4,2,5,11,3,4,12,7,4,1,8,5,4,F
527,2,4,4,3,2,10,7,1,8,10,3,7,2,7,3,8,X
528,4,5,6,6,6,6,9,4,2,8,7,6,6,10,4,6,P
529,4,3,6,4,2,4,8,5,1,7,9,8,8,10,0,8,W
530,2,2,3,3,2,8,7,7,4,7,6,8,2,8,3,8,O
531,2,4,3,3,2,8,7,3,5,9,6,6,2,8,5,9,B
532,1,5,0,8,0,7,7,4,4,7,6,8,0,8,0,8,I
533,4,7,6,5,6,6,6,4,4,8,6,11,6,9,3,9,C
534,11,11,11,6,5,4,9,5,6,4,2,12,9,11,2,8,M
535,7,10,9,8,7,6,7,7,8,7,8,9,4,10,7,7,T
536,5,8,7,12,12,9,7,4,1,6,8,9,6,12,8,9,Y
537,4,8,6,6,8,9,6,2,2,8,4,8,7,7,2,5,M
538,5,7,5,5,3,6,11,3,6,11,9,5,3,11,3,4,T
539,4,6,6,6,5,6,7,2,5,7,7,9,3,9,8,8,X
540,3,9,5,6,3,9,3,2,3,7,1,8,2,6,2,7,A
541,5,8,7,7,6,5,8,4,9,8,7,9,3,9,7,6,T
542,4,8,5,6,3,6,7,6,6,10,8,10,2,9,4,9,G
543,7,9,6,4,5,9,7,3,5,9,4,7,7,5,7,8,B
544,3,10,4,8,3,5,7,6,7,7,6,13,1,8,4,10,C
545,7,9,6,5,4,7,7,5,5,9,4,9,6,5,7,11,R
546,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,I
547,2,6,3,4,2,7,8,8,7,10,6,11,2,11,4,9,C
548,3,7,5,5,4,9,6,7,5,7,6,8,3,8,4,5,U
549,3,8,4,6,2,7,7,14,2,5,6,8,5,8,0,8,N
550,4,4,6,3,3,6,7,1,8,10,8,8,2,8,3,7,X
551,9,13,8,8,5,8,5,4,6,6,7,6,6,8,4,6,U
552,4,6,5,4,3,6,8,6,8,7,10,9,3,9,1,8,U
553,5,5,5,7,2,1,15,5,3,12,9,4,0,8,3,6,F
554,7,11,5,6,2,7,7,7,7,12,6,9,2,9,5,9,C
555,2,4,3,2,1,6,8,7,8,8,8,13,1,9,4,10,C
556,2,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,Y
557,3,5,4,4,3,8,7,7,4,9,6,8,3,8,3,8,O
558,4,2,5,4,2,6,8,5,8,6,9,9,3,9,1,7,U
559,3,4,4,3,2,7,7,6,4,9,6,8,2,8,2,8,O
560,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,I
561,5,9,6,6,5,6,7,7,7,8,9,8,3,9,6,9,T
562,3,1,4,3,3,8,6,6,4,7,7,8,7,6,2,7,M
563,3,2,5,3,1,6,12,3,4,8,11,8,2,10,1,8,V
564,4,7,4,5,2,7,7,14,2,4,6,8,6,8,0,8,N
565,7,11,9,8,5,6,12,3,6,14,6,2,0,10,3,9,P
566,4,8,5,6,2,8,6,8,7,7,5,8,3,8,4,8,O
567,8,9,11,8,12,7,9,4,4,7,5,8,12,6,6,7,M
568,5,9,6,6,5,9,7,4,5,10,5,6,3,8,3,8,D
569,2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,8,T
570,5,10,7,8,5,7,6,9,4,7,5,9,3,9,4,6,O
571,3,5,6,4,2,7,11,1,7,7,11,8,2,11,2,8,Y
572,4,10,5,7,5,8,7,6,7,6,6,6,2,8,7,10,B
573,7,13,7,8,4,6,7,3,6,9,9,10,6,10,3,7,K
574,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
575,4,6,5,8,5,7,10,4,3,6,9,11,3,8,6,8,Q
576,3,8,5,5,1,6,6,3,1,6,0,8,2,6,1,7,A
577,3,11,4,8,2,7,7,4,14,10,6,8,0,8,8,8,Z
578,3,4,4,6,1,11,2,10,3,13,8,14,1,6,0,8,J
579,7,9,10,7,7,7,7,1,6,10,5,9,3,8,4,9,K
580,2,7,3,5,3,6,8,5,10,7,6,10,1,9,8,7,Z
581,5,8,7,6,6,9,6,4,6,10,5,7,2,8,5,10,B
582,8,13,6,10,5,11,5,2,5,12,4,8,2,9,6,13,J
583,1,0,2,0,0,7,7,2,10,8,6,8,0,8,6,8,Z
584,5,9,8,7,5,4,8,1,8,10,11,10,3,9,3,5,X
585,2,7,2,5,1,11,3,10,3,12,7,13,1,6,0,8,J
586,5,10,5,5,3,5,8,3,6,9,8,9,5,7,3,8,K
587,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
588,2,3,2,2,1,4,11,3,6,11,10,4,1,11,2,5,Y
589,5,8,6,7,5,6,6,5,5,8,5,7,3,6,5,7,O
590,6,11,6,6,3,6,10,2,7,12,7,6,2,9,5,4,T
591,2,4,4,3,2,8,7,3,4,9,4,6,3,7,3,9,R
592,5,11,8,8,4,8,2,2,3,6,2,7,5,7,6,8,A
593,6,10,5,7,3,6,11,1,9,11,9,4,0,10,3,4,T
594,2,6,3,4,1,13,2,8,4,14,4,12,0,7,0,8,J
595,3,7,4,5,3,7,8,7,5,10,8,7,3,8,3,8,O
596,4,5,4,7,2,1,12,5,6,12,11,8,0,8,2,5,F
597,4,9,6,6,2,9,5,3,1,8,1,8,2,7,2,8,A
598,4,7,6,5,6,9,6,4,6,10,5,7,2,8,5,10,B
599,2,3,2,1,1,8,7,5,8,6,6,7,1,8,6,8,Z
600,4,11,5,8,5,8,8,8,6,7,4,6,2,7,8,8,S
601,5,9,8,7,7,6,11,2,2,7,8,8,8,11,1,8,W
602,2,5,4,4,2,7,4,1,8,8,2,10,0,7,2,8,L
603,2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8,T
604,6,7,8,6,8,8,8,4,4,7,6,7,10,8,5,5,M
605,6,10,8,7,7,7,8,7,4,8,7,9,3,9,8,9,P
606,3,8,4,6,2,7,8,0,8,14,6,7,0,8,1,7,I
607,3,9,4,7,1,12,2,10,4,13,6,13,1,6,0,8,J
608,5,4,6,7,2,5,7,7,11,7,5,12,1,9,4,8,C
609,4,8,6,6,4,9,6,2,7,11,5,9,3,7,6,10,E
610,1,0,2,0,0,8,9,3,2,7,12,8,2,10,0,8,V
611,3,7,5,6,4,7,8,2,4,7,8,9,5,8,3,6,A
612,4,9,4,6,3,3,7,6,11,7,6,15,0,8,7,7,E
613,7,11,9,8,9,8,7,5,5,7,6,7,7,6,9,14,K
614,8,11,7,8,5,3,11,1,3,8,10,7,6,11,2,7,V
615,8,12,9,6,5,6,9,2,8,11,8,8,4,9,4,5,X
616,6,8,6,9,7,8,7,7,2,8,7,10,3,8,6,7,Q
617,3,3,4,2,2,7,8,5,5,7,5,7,2,7,4,8,R
618,4,6,6,4,3,6,13,7,2,11,5,2,1,10,4,7,P
619,1,2,2,3,1,8,7,5,2,8,7,9,2,9,3,9,Q
620,2,4,4,3,2,7,7,2,7,10,5,7,1,8,5,8,S
621,10,13,12,7,6,10,2,3,2,10,2,9,8,1,2,8,M
622,2,2,3,3,2,7,7,5,9,6,6,8,2,8,7,8,Z
623,1,0,2,1,1,8,7,4,7,5,6,7,0,8,7,8,S
624,3,4,5,3,2,6,10,2,6,13,6,5,1,9,3,7,F
625,3,3,3,5,1,0,1,6,6,0,1,6,0,8,0,8,L
626,4,7,6,5,3,10,1,3,3,9,2,8,3,6,4,9,A
627,3,7,5,5,2,7,10,1,2,7,12,8,1,11,0,8,Y
628,10,15,9,8,5,7,6,5,6,9,4,5,5,8,6,9,D
629,3,7,3,4,2,7,9,14,3,7,3,8,3,8,0,8,H
630,4,2,5,4,4,7,8,6,6,7,6,8,3,8,3,8,H
631,2,1,3,2,2,8,6,6,3,7,7,9,6,5,1,8,M
632,6,10,8,7,5,8,8,3,7,10,5,7,2,8,5,8,S
633,8,10,8,8,5,5,11,2,7,11,10,5,2,12,2,4,T
634,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
635,3,9,5,6,2,9,6,3,1,8,0,8,2,7,1,8,A
636,3,2,3,3,2,8,8,6,5,7,6,7,2,8,9,8,S
637,3,5,4,6,3,6,11,9,4,7,2,9,3,7,5,11,R
638,5,8,6,9,7,8,7,6,3,8,8,10,3,9,5,8,Q
639,3,7,5,5,2,6,4,1,9,8,2,11,0,8,2,8,L
640,10,14,8,8,4,11,1,3,0,10,4,11,3,4,4,10,A
641,6,9,6,7,3,4,9,2,8,10,11,6,2,10,4,3,Y
642,4,11,6,8,3,10,10,1,3,6,12,8,1,11,0,8,Y
643,2,0,2,1,1,7,8,7,5,7,6,7,1,8,7,8,B
644,3,2,4,4,3,6,7,5,5,6,5,7,3,7,4,8,R
645,3,7,4,5,2,6,3,1,8,8,2,11,0,7,2,8,L
646,5,7,5,5,5,5,10,3,2,9,8,7,6,11,2,6,W
647,3,5,5,3,2,7,8,2,4,10,6,6,5,8,0,7,N
648,4,11,5,8,3,5,11,3,4,9,12,9,2,10,1,8,V
649,4,8,6,6,3,9,2,2,2,7,1,8,2,7,3,7,A
650,1,0,2,1,0,8,7,7,4,7,6,8,2,8,3,8,O
651,7,9,7,4,3,5,10,2,2,9,10,8,8,12,0,7,W
652,4,5,6,7,3,9,6,9,8,8,4,9,3,8,4,8,O
653,4,6,6,4,4,5,6,4,7,6,6,10,3,8,5,9,K
654,4,7,5,5,3,7,6,8,5,7,5,8,3,8,3,8,O
655,5,10,7,8,4,7,3,2,9,7,1,9,1,6,3,7,L
656,2,3,4,2,2,6,9,3,6,10,7,8,3,8,3,8,H
657,2,6,4,4,1,5,4,1,9,7,1,9,0,7,2,7,L
658,4,8,6,6,5,8,7,8,4,7,6,7,3,8,3,7,O
659,3,5,5,3,3,6,8,2,8,11,8,9,2,9,4,7,E
660,2,6,3,4,0,9,10,2,2,6,12,8,1,11,0,8,Y
661,4,4,7,3,4,6,6,3,4,10,9,10,7,6,2,8,M
662,3,8,4,6,2,5,7,10,8,6,5,5,3,8,4,8,D
663,5,8,5,6,3,3,8,5,7,10,10,10,3,9,2,6,U
664,3,5,5,4,4,9,6,3,6,10,5,7,2,8,5,10,B
665,4,9,6,7,6,7,7,8,6,6,5,5,3,9,4,8,D
666,2,3,4,2,2,9,11,3,2,5,9,7,6,10,0,8,W
667,4,9,6,7,4,8,6,2,9,12,5,9,3,6,8,8,Z
668,4,6,5,4,3,9,8,3,7,10,4,7,2,7,4,9,S
669,5,7,6,5,3,8,7,2,9,12,5,10,2,9,6,9,Z
670,11,14,10,8,4,6,8,3,7,9,8,10,6,8,4,6,K
671,2,4,4,3,2,7,9,4,4,12,5,3,1,10,3,8,P
672,4,7,5,5,3,7,7,4,8,11,8,8,2,10,5,6,S
673,5,10,8,8,4,7,10,2,7,6,12,9,2,11,2,8,Y
674,2,5,3,4,2,4,4,4,7,2,1,6,0,7,1,6,L
675,1,0,2,0,0,7,10,1,3,7,12,8,1,11,0,8,Y
676,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8,E
677,3,3,5,5,2,7,5,3,1,6,1,8,2,7,2,7,A
678,7,15,6,8,5,11,4,4,6,10,5,7,3,9,7,12,Q
679,6,9,6,10,6,8,6,7,4,9,6,10,4,10,7,6,Q
680,1,1,2,1,1,6,9,7,3,7,5,8,2,7,4,10,R
681,2,5,4,4,1,5,13,3,5,13,7,3,0,9,2,6,F
682,2,3,3,4,2,7,8,5,1,7,8,10,2,9,5,8,Q
683,3,3,3,4,1,1,12,5,4,11,10,7,0,8,3,7,F
684,6,10,7,8,4,6,7,7,8,10,7,10,2,10,5,9,G
685,7,10,9,8,7,9,7,4,7,10,5,6,2,8,6,10,B
686,3,2,5,4,3,7,10,2,2,7,9,8,7,11,0,8,W
687,4,5,4,8,2,1,12,5,4,11,10,7,0,8,3,6,F
688,6,9,6,6,3,2,11,4,6,13,12,6,1,11,2,5,Y
689,4,5,5,4,3,6,7,4,7,6,6,10,3,8,5,9,K
690,2,2,3,3,2,7,8,5,4,7,6,6,5,9,2,5,N
691,2,8,3,6,1,13,2,8,4,13,4,12,1,6,0,8,J
692,4,8,6,6,5,8,5,1,6,9,4,10,4,8,4,10,K
693,4,7,5,5,2,5,8,7,10,6,7,11,1,7,4,8,C
694,4,10,5,8,3,7,7,4,15,9,6,8,0,8,8,8,Z
695,6,11,7,8,4,2,8,5,9,10,10,14,1,7,3,7,C
696,4,10,4,7,3,1,12,4,4,11,10,8,0,8,2,6,F
697,4,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,N
698,4,5,6,3,2,7,8,2,5,10,6,6,5,8,1,7,N
699,2,1,2,2,2,6,7,4,4,6,5,6,2,7,3,8,R
700,5,8,6,10,6,9,5,7,4,9,5,11,4,8,6,7,Q
701,11,13,11,7,6,11,11,7,3,4,7,9,10,13,3,6,M
702,5,6,7,5,7,7,9,4,4,7,5,7,9,8,5,5,M
703,7,10,6,5,3,8,6,3,5,9,8,6,4,10,4,5,Y
704,4,9,5,7,2,7,5,15,5,7,13,8,3,9,0,8,U
705,1,1,2,1,1,7,7,3,7,6,6,8,2,8,5,8,X
706,3,4,5,6,4,9,10,7,4,7,7,6,4,10,5,5,Y
707,3,3,4,1,1,4,10,2,7,10,10,5,1,10,3,4,Y
708,4,8,5,6,4,6,11,3,7,8,11,8,2,12,1,7,T
709,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,I
710,4,8,6,6,4,8,7,6,6,9,5,7,3,8,5,11,R
711,4,11,5,8,4,4,11,4,6,11,10,6,2,10,3,5,F
712,7,11,8,6,4,8,8,2,8,11,6,7,4,12,4,8,X
713,4,4,6,3,4,6,6,3,4,10,9,9,7,6,2,9,M
714,2,6,3,4,2,4,5,1,9,3,2,8,0,7,2,5,L
715,5,11,6,8,8,8,7,4,6,7,6,6,6,8,6,10,B
716,4,8,5,6,2,6,9,7,10,5,7,12,1,6,4,8,C
717,8,12,8,6,6,7,8,3,6,9,3,8,6,6,6,6,R
718,2,3,3,2,1,6,11,3,5,12,7,4,1,9,1,7,F
719,2,5,4,3,2,7,10,1,7,7,11,8,2,11,2,8,Y
720,4,6,6,4,5,11,6,1,5,9,5,6,5,9,4,7,F
721,6,11,8,8,8,7,8,6,8,8,6,8,9,7,4,8,H
722,4,9,6,6,2,7,8,7,10,5,6,13,1,7,4,9,C
723,3,6,5,4,4,11,5,3,4,9,3,6,7,6,2,8,M
724,2,4,3,3,2,6,8,7,8,8,7,13,1,9,4,10,C
725,3,9,4,7,2,7,6,8,7,6,6,10,2,7,5,10,G
726,2,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5,T
727,5,10,5,8,4,6,8,9,7,7,6,7,2,8,9,10,B
728,1,0,2,0,0,7,9,2,1,6,12,8,1,10,0,8,Y
729,2,4,4,3,2,7,7,2,9,11,6,8,1,8,5,8,Z
730,2,1,3,1,1,8,6,6,6,6,5,9,1,7,6,10,G
731,4,8,7,6,6,8,7,2,6,7,6,7,5,7,7,8,X
732,4,4,5,3,3,4,11,3,2,9,9,7,6,12,1,6,W
733,3,2,5,4,3,7,6,6,6,6,6,10,2,9,4,9,G
734,3,6,5,4,7,9,7,5,1,7,6,8,7,10,2,7,W
735,3,5,4,3,2,4,10,1,7,10,10,6,1,11,3,4,Y
736,5,8,6,7,3,8,9,8,6,5,8,9,3,7,6,10,Q
737,6,11,8,8,5,6,6,6,7,6,6,8,3,8,4,7,G
738,4,8,4,6,4,3,8,5,9,7,6,14,0,8,6,8,E
739,2,1,3,1,1,9,12,3,2,5,11,8,2,11,0,8,V
740,8,11,8,8,6,7,11,4,8,11,9,4,6,12,6,5,T
741,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,I
742,2,0,2,1,1,8,6,6,5,6,5,9,1,8,5,10,G
743,7,11,10,8,12,8,8,6,2,7,7,8,10,9,7,11,O
744,7,14,6,8,5,7,7,5,4,9,5,6,4,9,9,8,G
745,3,7,5,5,3,8,8,5,5,8,5,7,3,7,5,10,R
746,5,7,7,6,8,5,8,5,4,6,5,9,11,9,4,8,M
747,2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,I
748,3,7,4,5,2,4,3,5,8,1,1,5,0,7,1,5,L
749,5,7,4,10,3,8,8,3,3,12,4,5,2,8,7,9,J
750,9,14,8,8,5,7,5,4,9,10,4,9,3,7,9,9,Q
751,5,9,7,7,7,10,11,2,2,6,8,7,9,13,2,8,W
752,4,9,5,6,4,7,6,12,4,6,12,8,3,9,0,8,U
753,4,9,4,4,2,5,10,2,6,11,8,6,2,9,4,3,T
754,6,8,8,7,8,5,10,4,5,8,7,9,4,10,9,7,E
755,4,8,6,6,3,5,11,3,4,8,12,9,2,10,1,8,V
756,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8,I
757,5,7,5,5,3,3,9,5,6,11,11,9,3,9,1,6,U
758,7,9,9,8,8,6,7,5,8,7,6,9,6,4,8,3,D
759,2,3,3,1,1,5,11,2,5,13,6,4,1,9,1,8,F
760,10,14,7,8,4,6,8,5,4,7,4,6,5,9,5,7,O
761,4,8,4,6,2,3,6,6,11,7,7,14,0,8,7,7,E
762,3,5,4,7,7,7,5,4,2,7,7,9,5,10,4,8,Y
763,4,6,5,4,4,8,6,7,5,7,6,9,3,8,4,6,U
764,2,1,3,1,2,8,6,6,4,7,7,8,6,5,1,7,M
765,3,6,4,4,3,8,8,7,4,7,7,7,3,8,2,8,O
766,4,9,3,4,2,8,7,3,4,10,5,8,3,9,8,11,E
767,3,7,4,5,4,7,9,6,5,8,5,9,3,6,5,10,R
768,5,9,5,5,2,4,8,4,6,9,11,11,5,9,3,6,K
